,Description,Category,SubCategory1,SubCategory2,SubCategory3
1617,There is a porcelain sink in the small park next to the plastic container,Waste,Bulky waste,Construction and demolition waste,
1618,"Building materials, tables and other household goods are placed next to the container. Polish people they have been approached by local residents, but continue with this. Please remove (cause of Zeesluisweg 54)",Waste,Bulky waste,Construction and demolition waste,
1619,white debris bag with construction waste has been on the street for days.,Waste,Bulky waste,Construction and demolition waste,
1620,"via chat: sir indicates that he has reported construction waste for his home via email. Now this has been partially removed after his report, but there are still large pieces of rock. Can this also be removed? ",Waste,Bulky waste,Construction and demolition waste,
1621,Ms indicates that a toilet doll has been placed on the sidewalk and would like it to be collected as soon as possible.,Waste,Bulky waste,Construction and demolition waste,
1622,The gentleman indicates that a large pallet has been placed next to the containers. Remove the request to come.,Waste,Bulky waste,Construction and demolition waste,
1623,There is construction and demolition waste in front of the carlton beach hotel at the entrance of the parking garage ,Waste,Bulky waste,Construction and demolition waste,
1624,Construction waste for more than a week at the door of nr 135 from upstairs apartment 133,Waste,Bulky waste,Construction and demolition waste,
1625,"Overfilled waste container, renovation is ready at least 4 weeks.",Waste,Bulky waste,Construction and demolition waste,
1626,"These 4 are still here from 31-08-2020! obstacles on the temporary bus stop, when will they be removed? Or should we keep looking at that until May 31, 2021? cannot attach a photo",Waste,Bulky waste,Construction and demolition waste,
1627,"Broken sink, has been here for several weeks.",Waste,Bulky waste,Construction and demolition waste,
1628,boat trailer has been there for 3 weeks. Is a Lot on the sidewalk.,Waste,Bulky waste,Construction and demolition waste,
1629,2 pallets and a number of shelves,Waste,Bulky waste,Construction and demolition waste,
1630,Pile of paving stones left behind for two months,Waste,Bulky waste,Construction and demolition waste,
1631,"There are stones / tiles next to the above-ground containers, can they be removed?",Waste,Bulky waste,Construction and demolition waste,
1632,"2 very large pallets on which solar panels have been placed have been placed half on the street in front of the porch. Since the pallets are approx. 2 x 1 m, this is a huge obstacle and is now almost in front of the entrance of the thrift store.",Waste,Bulky waste,Construction and demolition waste,
1633,"For a few months now, trash has been left behind on the sidewalk ",Waste,Bulky waste,Construction and demolition waste,
1634,The reporter indicates that a central heating boiler and a sunscreen of 9 meters has been on the street for over a week. Please delete,Waste,Bulky waste,Construction and demolition waste,
1635,There were works and now there is a mountain of sand and stones in a parking space. Can it be cleaned up?,Waste,Bulky waste,Construction and demolition waste,
1636,Since last week there have been 2 large pallets and 40 plaster bags on the sidewalk. Question is whether this can be removed? ,Waste,Bulky waste,Construction and demolition waste,
1637,Full construction waste container has been there for a month.,Waste,Bulky waste,Construction and demolition waste,
1638,"At the neighbors they were busy with a renovation, they had rented a container for this, they have now removed it, but there was so much dirt that they left something in front of the door of the lady.",Waste,Bulky waste,Construction and demolition waste,
1639,This has been here for a week and no one is using this. More and more bags keep opening and the contents scatter.,Waste,Bulky waste,Construction and demolition waste,
1640,The sidewalk has been open for weeks with these cables.,Waste,Bulky waste,Construction and demolition waste,
1641,"These things have been here for months and are not used anymore, this can be sorted out this takes up 2 parking spaces something for the enforcement team",Waste,Bulky waste,Construction and demolition waste,
1642,A pallet with 50 bags of plaster and loose plasterboard with foil around it. Half the sidewalk is blocked. Has been there since yesterday and nobody is working on it. No address data or nothing with the pallet.,Waste,Bulky waste,Construction and demolition waste,
1643,"This has been here for months I do not have the idea that it will be used, this can be sorted out BVD",Waste,Bulky waste,Construction and demolition waste,
1644,Mr. indicates that there has been a crate with tiles at the orac's for a week.,Waste,Bulky waste,Construction and demolition waste,
1645,This is a large cable reel (see photo). The detector indicates that it occurs more often and that fences etc. are also left behind. Request is also to check the park.,Waste,Bulky waste,Construction and demolition waste,
1646,Debris dumped at orac at 28 Newtonplein.,Waste,Bulky waste,Construction and demolition waste,
1647,crate with Tiles next to the underground container,Waste,Bulky waste,Construction and demolition waste,
1648,Gray PVC sewer pipes are located in the parking lot and in the green around the parking lot of HBS about 5 pipes.,Waste,Bulky waste,Construction and demolition waste,
1649,"During the activities of T-Mobile, it remained on the street. It is an unsafe situation with the children here on the street. He has now been pushed under a bench to be on the safe side.",Waste,Bulky waste,Construction and demolition waste,
1650,WC bowl next to tree. ,Waste,Bulky waste,Construction and demolition waste,
1651,"Ms indicates that they worked on the quay three months ago and have since left behind construction waste, including signage, aluminum plates and other types of construction waste. Can all this be cleaned up?",Waste,Bulky waste,Construction and demolition waste,
1652,Construction debris at the site of the orac blocks it,Waste,Bulky waste,Construction and demolition waste,
1653,a cubic meter of sand from No. 136,Waste,Bulky waste,Construction and demolition waste,
1654,There are stone slabs. ,Waste,Bulky waste,Construction and demolition waste,
