,Description,Category,SubCategory1,SubCategory2,SubCategory3
4221,A construction container has been in the street for two months.,Waste,Bulky waste,Bulky waste,Bulky waste
4222,Mister requested that the plastic be removed from the green.,Waste,Bulky waste,Bulky waste,Bulky waste
4223,Mister requests that the plastic be removed from the green.,Waste,Bulky waste,Bulky waste,Bulky waste
4224,Mister is requesting that the plastic be removed from the green.,Waste,Bulky waste,Bulky waste,Bulky waste
4225,Mister asked to remove the plastic remnants from the green.,Waste,Bulky waste,Bulky waste,Bulky waste
4226,Mister requested the removal of the plastic remnants in the green.,Waste,Bulky waste,Bulky waste,Bulky waste
4227,renovation is ready at least 4 weeks.,Waste,Bulky waste,Bulky waste,Bulky waste
4228,The container is filled and ready to be renovated at least 4 weeks.,Waste,Bulky waste,Bulky waste,Bulky waste
4229,renovation is ready at least four weeks.,Waste,Bulky waste,Bulky waste,Bulky waste
4230,"There has been waste on the street for more than two months, according to the reporter.",Waste,Bulky waste,Bulky waste,Bulky waste
4231,There has been waste on the street for more than two months.,Waste,Bulky waste,Bulky waste,Bulky waste
4232,The reporter says there has been waste on the street for more than two months.,Waste,Bulky waste,Bulky waste,Bulky waste
4233,There are bags of sand on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4234,There are two big white bags full of sand outside.,Waste,Bulky waste,Bulky waste,Bulky waste
4235,There are two big white bags full of sand on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
4236,The mountains are covered in sand and gravel.,Waste,Bulky waste,Bulky waste,Bulky waste
4237,The mountains are made of sand and gravel.,Waste,Bulky waste,Bulky waste,Bulky waste
4238,There are mountains with sand and gravel.,Waste,Bulky waste,Bulky waste,Bulky waste
4239,There are tiles to the orac.,Waste,Bulky waste,Bulky waste,Bulky waste
4240,The tiles should be stacked to the orac.,Waste,Bulky waste,Bulky waste,Bulky waste
4241,Take tiles and put them in the orac.,Waste,Bulky waste,Bulky waste,Bulky waste
4242,Put tiles to the orac.,Waste,Bulky waste,Bulky waste,Bulky waste
4243,There is a plastic container next to the roof.,Waste,Bulky waste,Bulky waste,Bulky waste
4244,There is a roof over the container.,Waste,Bulky waste,Bulky waste,Bulky waste
4245,The plastic container has a roof over it.,Waste,Bulky waste,Bulky waste,Bulky waste
4246,Can this be taken care of asap?,Waste,Bulky waste,Bulky waste,Bulky waste
4247,There is construction waste from the road works that needs to be picked up.,Waste,Bulky waste,Bulky waste,Bulky waste
4248,"Pawns, sand and posts are some of the construction waste that Ms indicates.",Waste,Bulky waste,Bulky waste,Bulky waste
4249,Can anything be done about the overflowing debris container?,Waste,Bulky waste,Bulky waste,Bulky waste
4250,Can something be done about the overflowing debris container?,Waste,Bulky waste,Bulky waste,Bulky waste
4251,There is a pile of rubbish on the other side of the house.,Waste,Bulky waste,Bulky waste,Bulky waste
4252,A pile of rubbish is on the other side of the house.,Waste,Bulky waste,Bulky waste,Bulky waste
4253,There is a pile of garbage on the other side of the house.,Waste,Bulky waste,Bulky waste,Bulky waste
4254,The tiles were dumped near the trash can.,Waste,Bulky waste,Bulky waste,Bulky waste
4255,The tiles were dumped on the side of the pex.,Waste,Bulky waste,Bulky waste,Bulky waste
4256,The tiles were dumped on the side of the pex near the trash can.,Waste,Bulky waste,Bulky waste,Bulky waste
4257,"The resident renovated the backyard but dumped pieces of fence, pallet, tiles and other rubbish in the public space at Palestrinaweg 301, next to the bridge through the back gate.",Waste,Bulky waste,Bulky waste,Bulky waste
4258,"The resident renovated the backyard but dumped pieces of fence, pallet, tiles and other rubbish in the public space next to the bridge.",Waste,Bulky waste,Bulky waste,Bulky waste
4259,"There are pieces of fence, tiles and other rubbish in the public space at Palestrinaweg 301, next to the bridge, if the resident doesn't remove them.",Waste,Bulky waste,Bulky waste,Bulky waste
4260,One of the shower doors is broken and needs to be removed immediately.,Waste,Bulky waste,Bulky waste,Bulky waste
4261,One of the shower doors is shattered and needs to be removed immediately.,Waste,Bulky waste,Bulky waste,Bulky waste
4262,One of the shower doors is shattered and must be removed immediately.,Waste,Bulky waste,Bulky waste,Bulky waste
4263,Please remove the door before the glass is shattered because it is shattered and tidy.,Waste,Bulky waste,Bulky waste,Bulky waste
4264,One of the shower doors is broken and needs to be removed asap.,Waste,Bulky waste,Bulky waste,Bulky waste
4265,There is a toilet bowl in the bushes on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4266,An unknown person dumped 5 bags of rubble in the middle of the parking spaces in the Okkernootstraat.,Waste,Bulky waste,Bulky waste,Bulky waste
4267,"An unknown person dumped 5 bags of rubble in the middle of the parking spaces in Okkernootstraat, opposite no. 87/89.",Waste,Bulky waste,Bulky waste,Bulky waste
4268,"Between 2pm and 4pm, 5 bags of debris were dumped from the trunk of a car.",Waste,Bulky waste,Bulky waste,Bulky waste
4269,There were 5 bags of debris dumped from the trunk of the car.,Waste,Bulky waste,Bulky waste,Bulky waste
4270,There are long pipes in the parking lot.,Waste,Bulky waste,Bulky waste,Bulky waste
4271,The parking lot has long pipes.,Waste,Bulky waste,Bulky waste,Bulky waste
4272,The gentleman calls to report that there is a lot of waste in his street.,Waste,Bulky waste,Bulky waste,Bulky waste
4273,A gentleman calls to report that there is a lot of waste in his street.,Waste,Bulky waste,Bulky waste,Bulky waste
4274,A man calls to report that there is a lot of waste in his street.,Waste,Bulky waste,Bulky waste,Bulky waste
4275,The gentleman called to report that there was a lot of waste in his street.,Waste,Bulky waste,Bulky waste,Bulky waste
4276,There is debris on the parking roof.,Waste,Bulky waste,Bulky waste,Bulky waste
4277,There is a business on the parking roof.,Waste,Bulky waste,Bulky waste,Bulky waste
4278,The construction site that is responsible for this has been there for 3 months.,Waste,Bulky waste,Bulky waste,Bulky waste
4279,The construction site that is responsible for this has been there for three months.,Waste,Bulky waste,Bulky waste,Bulky waste
4280,A construction site is responsible for the sand and tiles that are on the public road.,Waste,Bulky waste,Bulky waste,Bulky waste
4281,There is sand and tiles from a garden company on the public road.,Waste,Bulky waste,Bulky waste,Bulky waste
4282,The place is accessible for the HMS to pick up.,Waste,Bulky waste,Bulky waste,Bulky waste
4283,"Sir, the place is accessible for the HMS to pick up.",Waste,Bulky waste,Bulky waste,Bulky waste
4284,The place is accessible for theHMS to pick up.,Waste,Bulky waste,Bulky waste,Bulky waste
4285,There are two rubbish bags next to the water.,Waste,Bulky waste,Bulky waste,Bulky waste
4286,There are two garbage bags next to the water.,Waste,Bulky waste,Bulky waste,Bulky waste
4287,There are two rubbish bags in the green area.,Waste,Bulky waste,Bulky waste,Bulky waste
4288,There are 2 garbage bags next to the water.,Waste,Bulky waste,Bulky waste,Bulky waste
4289,There are two garbage bags in the green area.,Waste,Bulky waste,Bulky waste,Bulky waste
4290,The container will be removed tonight.,Waste,Bulky waste,Bulky waste,Bulky waste
4291,"The container will be removed tonight, according to Madam.",Waste,Bulky waste,Bulky waste,Bulky waste
4292,"The container will be removed tonight, Madam is calling again to let us know.",Waste,Bulky waste,Bulky waste,Bulky waste
4293,An iron trailer without will has been deposited as bulky waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4294,"An iron trailer without will has been deposited as bulky waste, according to the lady.",Waste,Bulky waste,Bulky waste,Bulky waste
4295,The lady knows who deposited the trailer as bulky waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4296,There are two bags of construction and demolition waste outside.,Waste,Bulky waste,Bulky waste,Bulky waste
4297,There is a trailer full of construction waste.,Waste,Bulky waste,Bulky waste,Bulky waste
4298,There is a trailer full of litter on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4299,There is a trailer full of construction waste and bags of Asbestos on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4300,There is a trailer full of construction waste and bags of asbestos on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4301,There are bags with stones in them.,Waste,Bulky waste,Bulky waste,Bulky waste
4302,There are large bags with stones.,Waste,Bulky waste,Bulky waste,Bulky waste
4303,The Zuiderduinen complex on the Wijndaelerweg has been vandalized in the past week.,Waste,Bulky waste,Bulky waste,Bulky waste
4304,There are abandoned and loose construction materials around the new Zuiderduinen complex on the Wijndaelerweg.,Waste,Bulky waste,Bulky waste,Bulky waste
4305,We will clean up as much as possible with a number of future residents.,Waste,Bulky waste,Bulky waste,Bulky waste
4306,The container has been removed and we will clean up as much as we can.,Waste,Bulky waste,Bulky waste,Bulky waste
4307,The container has been removed and we are going to clean it up.,Waste,Bulky waste,Bulky waste,Bulky waste
4308,The container has been emptied and we will clean up as much as we can.,Waste,Bulky waste,Bulky waste,Bulky waste
4309,There is a lot of sand and a lot of stones on the road.,Waste,Bulky waste,Bulky waste,Bulky waste
4310,The resident of no. 20 has a large garden where the garden company's car can be put on.,Waste,Bulky waste,Bulky waste,Bulky waste
4311,A lot of sand and stones are on the road near the garden company's car.,Waste,Bulky waste,Bulky waste,Bulky waste
4312,There is a lot of sand and a lot of stones on the road near the car of a gardening company.,Waste,Bulky waste,Bulky waste,Bulky waste
4313,Construction and demolition waste is dumped in the green area.,Waste,Bulky waste,Bulky waste,Bulky waste
4314,The green area has construction and demolition waste dumped in it.,Waste,Bulky waste,Bulky waste,Bulky waste
4315,There are construction and demolition waste dumped in the green area.,Waste,Bulky waste,Bulky waste,Bulky waste
4316,The green strip has a toilet bowl in it.,Waste,Bulky waste,Bulky waste,Bulky waste
4317,There is a toilet bowl in the green strip.,Waste,Bulky waste,Bulky waste,Bulky waste
4318,Is there a toilet bowl in the green strip?,Waste,Bulky waste,Bulky waste,Bulky waste
4319,There are stones and tiles on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4320,There are rocks and tiles on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4321,The tiles were dumped on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4322,There are tiles on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4323,There is a shopping trolley on the parking roof near the fence.,Waste,Bulky waste,Bulky waste,Bulky waste
4324,There is a parking roof with a shopping trolley next to a fence.,Waste,Bulky waste,Bulky waste,Bulky waste
4325,There is a bag of construction waste on the road.,Waste,Bulky waste,Bulky waste,Bulky waste
4326,The public road has a white bag with construction waste on it.,Waste,Bulky waste,Bulky waste,Bulky waste
4327,There is an old toilet next to the waste container.,Waste,Bulky waste,Bulky waste,Bulky waste
4328,The old toilet is next to the waste container.,Waste,Bulky waste,Bulky waste,Bulky waste
4329,There is furniture in the parking lot.,Waste,Bulky waste,Bulky waste,Bulky waste
4330,The corner of the parking lot has bathroom furniture in it.,Waste,Bulky waste,Bulky waste,Bulky waste
4331,The furniture was dumped in the parking lot.,Waste,Bulky waste,Bulky waste,Bulky waste
4332,There is litter on the street.,Waste,Bulky waste,Bulky waste,Bulky waste
4333,There is litter on the street at the parking lot.,Waste,Bulky waste,Bulky waste,Bulky waste
4334,The litter is on the street at the parking lot.,Waste,Bulky waste,Bulky waste,Bulky waste
4335,There is trash on the street at the parking lot.,Waste,Bulky waste,Bulky waste,Bulky waste
4336,There were two barrels of fire left after New Year's Eve.,Waste,Bulky waste,Bulky waste,Bulky waste
4337,The barrels of fire were left on New Year's Eve.,Waste,Bulky waste,Bulky waste,Bulky waste
4338,Everything was left behind.,Waste,Bulky waste,Bulky waste,Bulky waste
4339,Plates and sand were left behind.,Waste,Bulky waste,Bulky waste,Bulky waste
4340,Everything was left behind and nobody responded.,Waste,Bulky waste,Bulky waste,Bulky waste
4341,"Everything left behind, nobody responds.",Waste,Bulky waste,Bulky waste,Bulky waste
4342,"Everything left behind, please remove immediately.",Waste,Bulky waste,Bulky waste,Bulky waste
4343,Can the gravel tiles be cleaned up?,Waste,Bulky waste,Bulky waste,Bulky waste
4344,There are four gravel tiles against the underground containers.,Waste,Bulky waste,Bulky waste,Bulky waste
4345,Ms says that there are four gravel tiles against the underground containers.,Waste,Bulky waste,Bulky waste,Bulky waste
4346,Is it possible to clean up the four gravel tiles placed against the underground containers?,Waste,Bulky waste,Bulky waste,Bulky waste
4347,"There are four gravel tiles against the underground containers, can they be cleaned up?",Waste,Bulky waste,Bulky waste,Bulky waste
4348,"The photo is called ""Plasterboard.""",Waste,Bulky waste,Bulky waste,Bulky waste
